root_normalized,root_raw,asl_text,asl_preamble,asl_count,asl_status,source,edition,confidence
حيص,حيص,الحاء والياء والصاد أصل واحد، وهو الميل في جور وتلدد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
حيض,حيض,الحاء والياء والضاد كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
حيط,حيط,الحاء والياء والطاء ليس أصلا، وذلك أن أصله في الحياطة والحيطة والحائط كله الواو,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
حيف,حيف,الحاء والياء والفاء أصل واحد، وهو الميل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
حيق,حيق,الحاء والياء والقاف كلمة واحدة، وهو نزول الشيء بالشيء، يقال حاق به السوء يحيق,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
حيك,حيك,الحاء والياء والكاف أصل واحد، وهو جنس من المشي، يقال حاك هو يحيك في مشيه حيكانا، إذا حرك منكبيه وجسده,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
حين,حين,الحاء والياء والنون أصل واحد، ثم يحمل عليه، والأصل الزمان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خا,خأ,الخاء والهمزة الممدودة ليست أصلا ينقاس، بل ذكر فيه حرف واحد لا يعرف صحته,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خام,خام,وأما الخاء والألف والميم فمن المنقلب عن الياء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خب,خب,الخاء والباء أصلان: الأول [أن] يمتد [الشيء] طولا، والثاني جنس من الخداع,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبا,خبأ,الخاء والباء والحرف المعتل والهمزة يدل على ستر الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبت,خبت,الخاء والباء والتاء أصل واحد يدل على خشوع: يقال أخبت يخبت إخباتا، إذا خشع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبث,خبث,الخاء والباء والثاء أصل واحد يدل على خلاف الطيب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبج,خبج,الخاء والباء والجيم ليس أصلا يقاس عليه، وما أحسب فيه كلاما صحيحا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبر,خبر,العلم ||| يدل على لين ورخاوة وغزر,الخاء والباء والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبز,خبز,الخاء والباء والزاء أصل واحد يدل على خبط الشيء باليد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبس,خبس,الخاء والباء والسين أصل واحد يدل على أخذ الشيء قهرا وغلبة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبش,خبش,الخاء والباء والشين ليس أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبص,خبص,الخاء والباء والصاد قريب من الذي قبله,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خبط,خبط,الخاء والباء والطاء أصل واحد يدل على وطء وضرب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبع,خبع,الخاء والباء والعين ليس أصلا ; وذلك أن العين فيه مبدلة من همزة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبق,خبق,الخاء والباء والقاف أصيل يدل على الترفع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبل,خبل,الخاء والباء واللام أصل واحد يدل على فساد الأعضاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خبن,خبن,الخاء والباء والنون أصيل واحد يدل على قبض ونقص,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خت,خت,الخاء والتاء ليس أصلا ; لأن تاءه مبدلة من سين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ختا,ختا,الخاء والتاء والحرف المعتل والمهموز ليس أصلا، وربما قالوا: اختتأت له اختتاء، إذا ختلته,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ختر,ختر,الخاء والتاء والراء أصل يدل على توان وفتور,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ختع,ختع,الخاء والتاء والعين أصل واحد يدل على الهجوم والدخول فيما يغيب الداخل فيه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ختل,ختل,الخاء والتاء واللام أصيل فيه كلمة واحدة، وهي الختل، قال قوم: هو الخدع,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ختم,ختم,الخاء والتاء والميم أصل واحد، وهو بلوغ آخر الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ختن,ختن,الخاء والتاء والنون كلمتان: إحداهما ختن الغلام الذي يعذر,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خث,خث,الخاء والثاء ليس أصلا ولا فرعا صحيحا يعرج عليه، ولكنا نذكر ما يذكرونه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خثا,خثا,الخاء والثاء والحرف المعتل ليس أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خثر,خثر,الخاء والثاء والراء أصل يدل على غلظ في الشيء مع استرخاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خثل,خثل,الخاء والثاء واللام كلمة واحدة لا يقاس عليها,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خثم,خثم,الخاء والثاء والميم ليس أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خج,خج,الخاء والجيم أصل يدل على اضطراب وخفة في غير استواء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خجا,خجا,الخاء والجيم والحرف المعتل أو المهموز ليس أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خجل,خجل,الخاء والجيم واللام أصل يدل على اضطراب وتردد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خد,خد,الخاء والدال أصل واحد، وهو تأسل الشيء وامتداده إلى السفل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدب,خدب,اضطراب في الشيء ولين ||| شق في الشيء,الخاء والدال والباء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدج,خدج,الخاء والدال والجيم أصل واحد يدل على النقصان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدر,خدر,الخداري الليل المظلم ||| أخدر فلان في أهله: أقام فيهم,الخاء والدال والراء أصلان: الظلمة والستر، والبطء والإقامة,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدش,خدش,الخاء والدال والشين أصل واحد، وهو خدش الشيء للشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدع,خدع,الخاء والدال والعين أصل واحد، ذكر الخليل قياسه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدف,خدف,الخاء والدال والفاء أصل واحد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدل,خدل,الخاء والدال واللام أصل واحد يدل على الدقة واللين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدم,خدم,الخاء والدال والميم أصل واحد منقاس، وهو إطافة الشيء بالشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خدن,خدن,الخاء والدال والنون أصل واحد، وهو المصاحبة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خذا,خذا,الخاء والذال والحرف المعتل والمهموز يدل على الضعف واللين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خذع,خذع,الخاء والذال والعين يدل على قطع الشيء ; يقال خذعه بالسيف، إذا ضربه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خذف,خذف,الخاء والذال والفاء أصل واحد يدل على الرمي,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خذق,خذق,الخاء والذال والقاف ليس أصلا، وإنما فيه كلمة من باب الإبدال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خذل,خذل,الخاء والذال واللام أصل واحد يدل على ترك الشيء والقعود عنه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خذم,خذم,الخاء والذال والميم يدل على القطع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خر,خر,الخاء والراء أصل واحد، وهو اضطراب وسقوط مع صوت,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرب,خرب,الخاء والراء والباء أصل يدل على التثلم والتثقب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرت,خرت,الخاء والراء والتاء أصل يدل على تثقب وشبهه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرث,خرث,الخاء والراء والثاء كلمة واحدة، وهو أسقاط الشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خرج,خرج,النفاذ عن الشيء ||| اختلاف لونين,الخاء والراء والجيم أصلان، وقد يمكن الجمع بينهما، إلا أنا سلكنا الطريق الواضح,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرد,خرد,الخاء والراء والدال أصل واحد، وهو صون الشيء عن المسيس,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرز,خرز,الخاء والراء والزاء يدل على جمع الشيء إلى الشيء وضمه إليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرس,خرس,الخرس بسكون الراء، وهو الدن، ويقال لصانعه الخراس ||| الخرس في اللسان، وهو ذهاب النطق ||| الخرس والخرسة، وهو طعام يتخذ للوالد من النساء، وتلك خرستها,الخاء والراء والسين أصول ثلاثة: الأول جنس من الآنية، والثاني عدم النطق، والثالث نوع من الطعام,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرش,خرش,الخاء والراء والشين أصل واحد، يدل على انتفاخ في الشيء وخروق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرص,خرص,الخاء والراء والصاد أصول متباينة جدا,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرض,خرض,الخاء والراء والضاد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خرط,خرط,الخاء والراء والطاء أصل واحد منقاس مطرد، وهو مضي الشيء، وانسلاله,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرع,خرع,الخاء والراء والعين أصل واحد، وهو يدل على الرخاوة، ثم يحمل عليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرف,خرف,أن يجتنى الشيء ||| الطريق,الخاء والراء والفاء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرق,خرق,الخاء والراء والقاف أصل واحد، وهو مزق الشيء وجوبه، إلى ذلك يرجع فروعه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خرم,خرم,الخاء والراء والميم أصل واحد، وهو ضرب من الاقتطاع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خز,خز,أن يرز شيء في آخر ||| جنس من الحيوان,الخاء والزاء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزب,خزب,الخاء والزاء والباء يدل على ورم ونتو في اللحم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزر,خزر,جنس [من] الطبيخ ||| ضيق في الشيء,الخاء والزاء والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزع,خزع,الخاء والزاء والعين أصل واحد يدل على القطع والانقطاع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزف,خزف,الخاء والزاء والفاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خزق,خزق,الخاء والزاء والقاف أصل، وهو يدل على نفاذ الشيء المرمي به أو ارتزازه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزل,خزل,الخاء والزاء واللام أصل واحد يدل على الانقطاع والضعف,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزم,خزم,الخاء والزاء والميم أصل يدل على انثقاب الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزن,خزن,الخاء والزاء والنون أصل يدل على صيانة الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خزو,خزو,السياسة ||| الإبعاد,الخاء والزاء والحرف المعتل أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خس,خس,حقارة الشيء ||| تداول الشيء,الخاء والسين أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خسا,خسأ,الخاء والسين والهمزة يدل على الإبعاد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خسر,خسر,الخاء والسين والراء أصل واحد يدل على النقص,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خسف,خسف,الخاء والسين والفاء أصل واحد يدل على غموض وغؤور، وإليه يرجع فروع الباب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خسق,خسق,الخاء والسين والقاف ليس أصلا ; لأن السين فيه مبدلة من الزاء، وإنما يغير اللفظ ليغير بعض المعنى,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خسل,خسل,الخاء والسين واللام أصل واحد يدل على ضعف وقلة خطر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خش,خش,الخاء والشين أصل واحد، وهو الولوج والدخول,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشب,خشب,الخاء والشين والباء أصل واحد يدل على خشونة وغلظ,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشر,خشر,الخاء والشين والراء يدل على رداءة ودون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشع,خشع,الخاء والشين والعين أصل واحد، يدل على التطامن,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشف,خشف,الخاء والشين والفاء يدل على الغموض والستر وما قارب ذلك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشل,خشل,الخاء والشين واللام أصل واحد يدل على حقارة وصغر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشم,خشم,الخاء والشين والميم أصل واحد يدل على ارتفاع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشن,خشن,الخاء والشين والنون أصل واحد، وهو خلاف اللين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خشي,خشي,الخاء والشين والحرف المعتل يدل على خوف وذعر، ثم يحمل عليه المجاز,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خص,خص,الخاء والصاد أصل مطرد منقاس، وهو يدل على الفرجة والثلمة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خصب,خصب,الخاء والصاد والباء أصل واحد، وهو ضد الجدب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خصر,خصر,البرد ||| وسط الشيء,الخاء والصاد والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خصف,خصف,الخاء والصاد والفاء أصل واحد يدل على اجتماع شيء إلى شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خصل,خصل,الخاء والصاد واللام أصل واحد يدل على القطع والقطعة من الشيء، ثم يحمل عليها تشبيها ومجازا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خصم,خصم,المنازعة ||| جانب وعاء,الخاء والصاد والميم أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خصن,خصن,الخاء والصاد والنون ليس أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خصى,خصى,الخاء والصاد والحرف المعتل كلمة واحدة لا يقاس عليها إلا مجازا، وهي قولهم خصيت الفحل خصيا,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خصي,خصي,لة: كل لحمة فيها عصب,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خض,خض,قلة الشيء وسخافته ||| الاضطراب في الشيء مع رطوبة,الخاء والضاد أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضب,خضب,الخاء والضاد والباء أصل واحد، وهو خضب الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضد,خضد,الخاء والضاد والدال أصل واحد مطرد، وهو يدل على تثن في شيء لين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضر,خضر,الخاء والضاد والراء أصل واحد مستقيم، ومحمول عليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضع,خضع,تطامن في الشيء ||| جنس من الصوت,الخاء والضاد والعين أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضف,خضف,الخاء والضاد والفاء ليس أصلا ولا شغل به,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضل,خضل,الخاء والضاد واللام أصل واحد يدل على نعمة وندى,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضم,خضم,الخضم، وهو المضغ بأقصى الأضراس ||| الخضم: الرجل الكثير العطية,الخاء والضاد والميم أصلان: جنس من الأكل، والآخر يدل على كثرة وامتلاء,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خضن,خضن,الخاء والضاد والنون أصل واحد صحيح,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خط,خط,الخاء والطاء أصل واحد ; وهو أثر يمتد امتدادا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خطب,خطب,الخاء والطاء والباء أصلان: أحدهما الكلام بين اثنين، يقال خاطبه يخاطبه خطابا، والخطبة من ذلك,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خطر,خطر,القدر والمكانة ||| اضطراب وحركة,الخاء والطاء والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خطف,خطف,الخاء والطاء والفاء أصل واحد مطرد منقاس، وهو استلاب في خفة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خطل,خطل,الخاء والطاء واللام أصل واحد يدل على استرخاء واضطراب، قياس مطرد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خطم,خطم,الخاء والطاء والميم يدل على تقدم شيء في نتو يكون فيه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خطوا,خطوأ,الخاء والطاء والحرف المعتل والمهموز، يدل على تعدي الشيء، والذهاب عنه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خظى,خظى,الخاء والظاء والياء ليس في الباب غيره، وهو يدل على اكتناز الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خف,خف,الخاء والفاء أصل واحد، وهو شيء يخالف الثقل والرزانة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خفت,خفت,الخاء والفاء والتاء أصل واحد، وهو إسرار وكتمان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خفج,خفج,الخاء والفاء والجيم أصل واحد يدل على خلاف الاستقامة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خفد,خفد,الخاء والفاء والدال أصل واحد، وهو من الإسراع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خفر,خفر,الحياء ||| المحافظة أو ضدها,الخاء والفاء والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خفع,خفع,الخاء والفاء والعين أصل واحد يدل على التزاق شيء بشيء لضر يكون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خفق,خفق,الخاء والفاء والقاف أصل واحد يرجع إليه فروعه، وهو الاضطراب في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خفي,خفي,الستر ||| الإظهار,الخاء والفاء والياء أصلان متباينان متضادان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خق,خق,الخاء والقاف أصل واحد، وهو الهزم في الشيء والخرق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خل,خل,الخاء واللام أصل واحد يتقارب فروعه، ومرجع ذلك إما إلى دقة أو فرجة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلب,خلب,الخاء واللام والباء أصول ثلاثة: أحدها إمالة الشيء إلى نفسك، والآخر شيء يشمل شيئا، والثالث فساد في الشيء,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلج,خلج,الخاء واللام والجيم أصل واحد يدل على لي وفتل وقلة استقامة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلد,خلد,الخاء واللام والدال أصل واحد يدل على الثبات والملازمة، فيقال: خلد: أقام، وأخلد أيضا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلس,خلس,الخاء واللام والسين أصل واحد، وهو الاختطاف والالتماع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلص,خلص,الخاء واللام والصاد أصل واحد مطرد، وهو تنقية الشيء وتهذيبه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلط,خلط,الخاء واللام والطاء أصل واحد مخالف للباب الذي قبله، بل هو مضاد له,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلع,خلع,الخاء واللام والعين أصل واحد مطرد، وهو مزايلة الشيء الذي كان يشتمل به أو عليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلف,خلف,الخاء واللام والفاء أصول ثلاثة: أحدها أن يجيء شيء بعد شيء يقوم مقامه، والثاني خلاف قدام، والثالث التغير,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلق,خلق,تقدير الشيء ||| ملاسة الشيء,الخاء واللام والقاف أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلم,خلم,الخاء واللام والميم أصل واحد يدل على الإلف والملازمة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خلو,خلو,الخاء واللام والحرف المعتل أصل واحد يدل على تعري الشيء من الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خم,خم,تغير رائحة ||| تنقية شيء,الخاء والميم أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمج,خمج,الخاء والميم والجيم يدل على فتور وتغير,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمد,خمد,الخاء والميم والدال أصل واحد، يدل على سكون الحركة والسقوط,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمر,خمر,الخاء والميم والراء أصل واحد يدل على التغطية، والمخالطة في ستر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمس,خمس,الخاء والميم والسين أصل واحد، وهو في العدد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمش,خمش,الخاء والميم والشين أصل واحد، وهو الخدش وما قاربه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمص,خمص,الخاء والميم والصاد أصل واحد يدل على الضمر والتطامن,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمط,خمط,الانجراد والملاسة ||| التسلط والصيال,الخاء والميم والطاء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمع,خمع,الخاء والميم والعين أصل واحد يدل على قلة الاستقامة، [و] على الاعوجاج,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خمل,خمل,الخاء والميم واللام أصل واحد يدل على انخفاض واسترسال وسقوط,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خن,خن,الخاء والنون أصل واحد، وهو حكاية شيء من الأصوات بضعف,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنا,خنا,الخاء والنون وما بعدها معتل، يدل على فساد وهلاك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنب,خنب,الخاء والنون والباء أصل واحد، وهو يدل على لين ورخاوة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنث,خنث,الخاء والنون والثاء أصل واحد يدل على تكسر وتثن,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنز,خنز,الخاء والنون والزاء كلمة واحدة من باب المقلوب، ليست أصلا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنس,خنس,الخاء والنون والسين أصل واحد يدل على استخفاء وتستر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنط,خنط,الخاء والنون والطاء كلمة ليست أصلا، وهي من باب الإبدال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنع,خنع,الخاء والنون والعين أصل واحد يدل على ذل وخضوع وضعة، فيقال: خضع له وخنع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنف,خنف,الخاء والنون والفاء أصل واحد يدل على ميل ولين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خنق,خنق,الخاء والنون والقاف أصل واحد يدل على ضيق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوب,خوب,الخاء والواو والباء أصيل يدل على خلو وشبهه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوت,خوت,الخاء والواو والتاء أصل واحد يدل على نفاذ ومرور بإقدام,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوث,خوث,الخاء والواو والثاء أصيل ليس بمطرد ولا يقاس عليه,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خوخ,خوخ,الخاء والواو والخاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خود,خود,الخاء والواو والدال أصيل فيه كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خوذ,خوذ,الخاء والواو والذال ليس أصلا يطرد، ولا يقاس عليه، وإنما فيه كلمة واحدة مختلف في تأويلها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خور,خور,يدل على صوت ||| على ضعف,الخاء والواو والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوس,خوس,الخاء والواو والسين أصل واحد يدل على فساد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوش,خوش,الخاء والواو والشين أصل يدل على ضمر وشبهه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوص,خوص,الخاء والواو والصاد أصل واحد يدل على قلة ودقة وضيق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوض,خوض,الخاء والواو والضاد أصل واحد يدل على توسط شيء ودخول,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوط,خوط,الخاء والواو والطاء أصيل يدل على تشعب أغصان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوع,خوع,الخاء والواو والعين أصل يدل على نقص وميل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوف,خوف,الخاء والواو والفاء أصل واحد يدل على الذعر والفزع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوق,خوق,الخاء والواو والقاف أصيل يدل على خلو الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خول,خول,الخاء والواو واللام أصل واحد يدل على تعهد الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خون,خون,الخاء والواو والنون أصل واحد، وهو التنقص,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خوى,خوى,الخاء والواو والياء أصل واحد يدل على الخلو والسقوط,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خيب,خيب,الخاء والياء والباء أصل واحد يدل على عدم فائدة وحرمان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خير,خير,الخاء والياء والراء أصله العطف والميل، ثم يحمل عليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خيس,خيس,الخاء والياء والسين أصيل يدل على تذليل وتليين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خيص,خيص,الخاء والياء والصاد كلمة مشتركة أيضا ; لأن للواو فيها حظا، وقد ذكرت في الخوص,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
خيط,خيط,الخاء والياء والطاء أصل واحد يدل على امتداد الشيء في دقة، ثم يحمل عليه فيقال في بعض ما يكون منتصبا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
